idKorisnik,username,JMBG,ime,prezime,pol,datRodj,adresa,telefon,email,NASELJE_IDNASELJE
571,ljubisavkan7844,0510963729966,Ljubisavka,Njagulović,F,1963-10-05,NEGOTINSKA 3,+381 65 022 1270,,728594
572,milikazivla8078,2201970210175,Milika,Zivlaković,M,1970-01-22,OSLOBOĐENJA 49A,+381 62 151 8662,milikazivla8078@yandex.ru,728594
573,GlišaBarošević,1106962832333,Gliša,Barošević,M,1962-06-11,ALEKSANDRA GRUJIĆA 9,+381 63 657 3781,GlišaBarošević@mail.ru,728594
574,NikodijePajević,2306982443222,Nikodije,Pajević,M,1982-06-23,OSLOBOĐENJA 37,+381 67 503 1273,NikodijePajević@yahoo.com,728489
575,KosanaČolanović,2504996966740,Kosana,Čolanović,F,1996-04-25,PERE DIMITRIJEVIĆA 18A,+381 63 836 8610,KosanaČolanović@yahoo.com,716588
576,đorđinamilo8563,0405005548413,Đorđina,Milovanković,F,2005-05-04,EDVARDA KARDELJA 33,+381 60 870 0347,đorđinamilo8563@hotmail.com,716545
577,dobrivojeni1769,2404963503577,Dobrivoje,Ničković,M,1963-04-24,BOLJEV DOL 31,+381 63 223 3854,,714186
578,dobrašindra3232,2703927683641,Dobrašin,Draksimović,M,1927-03-27,RAVNOGORSKA 153,+381 66 626 8210,,728403
579,oliveraroga2816,2509976027927,Olivera,Rogačević,F,1976-09-25,KOVILJSKA 30,+381 62 105 2311,oliveraroga2816@gmail.com,725196
580,NelaJanković,1806961596271,Nela,Janković,F,1961-06-18,KRALJA PETRA PRVOG 380,+381 60 888 6121,NelaJanković@mail.ru,727032
581,IvicaČebzanović,1001003670847,Ivica,Čebzanović,M,2003-01-10,PATRIJARHA PAVLA 15A,+381 66 810 2360,IvicaČebzanović@gmail.com,727016
582,dragašmodra882,1608958483726,Dragaš,Modraković,M,1958-08-16,27.MARTA 32,+381 61 445 3180,dragašmodra882@yandex.ru,725552
583,branimirčan1012,2212980841357,Branimir,Čančarević,M,1980-12-22,BARAČKA 388,+381 60 224 6420,branimirčan1012@hotmail.com,803880
584,bogeljkrupe956,2008968313002,Bogelj,Krupežević,M,1968-08-20,OPALJENIK 21,+381 64 671 4681,bogeljkrupe956@yahoo.com,803871
585,dragoradbla430,0312979991540,Dragorad,Blažović,M,1979-12-03,MILOŠA RASTOVIĆA 36,+381 67 828 6081,dragoradbla430@hotmail.com,800180
586,IlinkoAndrović,0908985364149,Ilinko,Andrović,M,1985-08-09,RADE KONČARA 83,+381 63 510 7146,IlinkoAndrović@hotmail.com,800180
587,jovkanićifo4297,0308993576988,Jovka,Nićiforović,F,1993-08-03,BEZDANSKA 38A,+381 64 583 5158,jovkanićifo4297@hotmail.com,803898
588,ŽivkaČubraković,0601947207023,Živka,Čubraković,F,1947-01-06,ILAČA 21,+381 61 254 2661,,804983
589,slavenkomas4998,1203956202859,Slavenko,Masniković,M,1956-03-12,BRATSTVA JEDINSTVA 18,+381 61 018 5835,,800287
590,AleksaVićanović,1012989324539,Aleksa,Vićanović,M,1989-12-10,BRANKA RADIČEVIĆA 1,+381 67 617 7283,AleksaVićanović@gmail.com,804916
591,brankobožić2456,2011975270484,Branko,Božićković,M,1975-11-20,FRUŠKOGORSKA 129,+381 67 343 2732,brankobožić2456@yahoo.com,804916
592,velinkameme1705,0204979758892,Velinka,Memedović,F,1979-04-02,MARKA OREŠKOVIĆA 6,+381 63 074 5117,velinkameme1705@gmail.com,805106
593,MladenkaMedović,1904939758170,Mladenka,Medović,F,1939-04-19,ZMAJ JOVINA 71,+381 61 041 3436,,802972
594,leonorakele2322,1106968369663,Leonora,Kelečević,F,1968-06-11,BRANISLAVA NUŠIĆA 20,+381 68 441 8080,leonorakele2322@yandex.ru,803979
595,dorotejabra6522,0302938518101,Doroteja,Bratulović,F,1938-02-03,VOJISLAVA ILIĆA 13A,+381 66 658 8225,,803979
596,dobrinkolje4587,1610994891681,Dobrinko,Ljepović,M,1994-10-16,SOMBORSKI PUT 12,+381 66 847 3081,dobrinkolje4587@yandex.ru,803979
597,spasenadivl7889,2908957256037,Spasena,Divljanović,F,1957-08-29,KONOPLJIŠTE 27,+381 62 831 2577,spasenadivl7889@yahoo.com,803952
598,njegomirkam6788,2901978649813,Njegomirka,Maštrapović,F,1978-01-29,MINE KARADŽIĆ 1A,+381 66 117 1064,njegomirkam6788@yahoo.com,725722
599,StoićMuskalović,0608932450417,Stoić,Muskalović,M,1932-08-06,ĐAČKA 39A,+381 63 626 0817,,725480
600,PokrajacŠešević,1802004920010,Pokrajac,Šešević,M,2004-02-18,VOJVODE MIŠIĆA 9,+381 67 657 7316,PokrajacŠešević@mail.ru,725498
601,boricavukaš2575,1209985676295,Borica,Vukašinović,F,1985-09-12,CARA DUŠANA 10,+381 64 865 1085,,725498
602,RadenRadinović,2304988342150,Raden,Radinović,M,1988-04-23,KRNJA JELA 37,+381 67 540 5154,RadenRadinović@mail.ru,720364
603,RadaStrainović,1705965696342,Rada,Strainović,F,1965-05-17,KARAĐORĐEVA 54,+381 63 444 0244,,725366
604,CvetanaĆaldović,0212999965583,Cvetana,Ćaldović,F,1999-12-02,KNEZA MILOŠA 5,+381 61 068 6311,CvetanaĆaldović@mail.ru,725528
605,VujanMedović,2807982023548,Vujan,Medović,M,1982-07-28,FRUŠKOGORSKA 104,+381 63 363 7834,,804991
606,NovkaGojaković,3004961468194,Novka,Gojaković,F,1961-04-30,VOJVODE MIŠIĆA 23B,+381 67 186 4621,,726621
607,SašaSotirović,0610984493530,Saša,Sotirović,M,1984-10-06,FILIPA VIŠNJIĆA 3,+381 66 848 3386,SašaSotirović@mail.ru,726621
608,dragojlavuk9333,0107993167408,Dragojla,Vukosavljević,F,1993-07-01,MANASTIRSKA 60,+381 67 814 2567,dragojlavuk9333@hotmail.com,726664
609,rusimirmane5598,0507979093544,Rusimir,Manetović,M,1979-07-05,MIODRAGA POPOVIĆA 5,+381 66 078 6823,rusimirmane5598@yahoo.com,720372
610,slavimirsav6969,2104937802156,Slavimir,Savatijević,M,1937-04-21,KNINSKA 4,+381 69 114 2530,,725234
611,dragošfirul954,2708954343610,Dragoš,Firulesković,M,1954-08-27,DRINSKA 46,+381 60 506 8384,,705632
612,MiljVijatović,0407979302258,Milj,Vijatović,M,1979-07-04,DEVET JUGOVIĆA 113,+381 60 722 7326,MiljVijatović@yahoo.com,705632
613,KrstoBudimović,2112957392103,Krsto,Budimović,M,1957-12-21,MLINSKA 8B,+381 63 218 0587,KrstoBudimović@gmail.com,804088
614,milimirrota8173,0904989080360,Milimir,Rotarević,M,1989-04-09,14.OKTOBAR 18,+381 64 537 8354,milimirrota8173@hotmail.com,725382
615,DrenkaTičević,1801951336592,Drenka,Tičević,F,1951-01-18,SIMINA 17,+381 64 120 6878,,725650
616,atanackokož4059,2812964700028,Atanacko,Kožomanović,M,1964-12-28,TAKOVSKA 4,+381 62 570 7422,atanackokož4059@mail.ru,746517
617,radislavkap8211,1203960666230,Radislavka,Polović,F,1960-03-12,HAJDUK VELJKA 70,+381 66 156 2460,,705713
618,StajaČokanović,2311968214047,Staja,Čokanović,M,1968-11-23,DRINSKA 56,+381 60 801 3620,StajaČokanović@gmail.com,705713
619,NišavaKojović,1909992386086,Nišava,Kojović,F,1992-09-19,IVE LOLE RIBARA 34A,+381 69 667 6453,NišavaKojović@yandex.ru,705756
620,milijagosti9122,0205955204153,Milija,Gostimirović,M,1955-05-02,PANONSKA 10,+381 68 041 3727,milijagosti9122@gmail.com,804207
621,SokolStevilović,2008949340534,Sokol,Stevilović,M,1949-08-20,OSOJINSKA 23,+381 68 330 1600,,741680
622,stanojkamir2072,1802982365589,Stanojka,Miranović,F,1982-02-18,BORE PENEZIĆA 108,+381 63 170 7750,,734349
623,gavrilkagre2653,2211958279728,Gavrilka,Grekulović,F,1958-11-22,SVETIBORSKA 33,+381 60 717 7327,,734730
624,RodoljubMojević,1401981594511,Rodoljub,Mojević,M,1981-01-14,MEŠE SELIMOVIĆA 3,+381 66 776 7240,RodoljubMojević@yahoo.com,734233
625,radovinkavr7928,2201999678218,Radovinka,Vrcalović,F,1999-01-22,PRVOMAJSKA-ČETVRTA 15,+381 68 381 7313,radovinkavr7928@mail.ru,734004
626,stojadinkak5425,2411979147452,Stojadinka,Krapović,F,1979-11-24,POTPEĆ 16,+381 69 006 6621,stojadinkak5425@yandex.ru,734004
627,jevtimijeje8959,0811987731741,Jevtimije,Jevđović,M,1987-11-08,ŠKOLSKA 21,+381 66 572 5558,jevtimijeje8959@gmail.com,735124
628,živankabelj1943,2305928357513,Živanka,Beljurević,F,1928-05-23,BOŠKA JEZDOVIĆA 49,+381 60 317 5456,,735078
629,aranđelkune5893,0407997703050,Aranđel,Kunešević,M,1997-07-04,POLIMSKA 7,+381 66 147 0310,aranđelkune5893@gmail.com,735078
630,tihomirkacv7185,1312000177445,Tihomirka,Cvetinović,F,2000-12-13,RAJKA L. DIVCA 26,+381 63 725 4446,tihomirkacv7185@gmail.com,735078
631,cmiljanasan9068,2107961596666,Cmiljana,Sanduljević,F,1961-07-21,SOLOTUŠA 401,+381 66 174 8731,cmiljanasan9068@hotmail.com,702790
632,veronikadra9459,2509970075005,Veronika,Dragićević,F,1970-09-25,LUG 196,+381 63 761 6180,,702641
633,MikosavaGrković,0209940346875,Mikosava,Grković,F,1940-09-02,MILOŠA OBILIĆA 58,+381 63 887 2601,,702455
634,kadivkavasi9106,1510953587366,Kadivka,Vasilijević,F,1953-10-15,RAČANSKIH BORACA 26A,+381 63 705 7466,,702455
635,milijanamil4578,1311944816967,Milijana,Milovčević,F,1944-11-13,BASTAV 77,+381 64 870 0104,,731072
636,brankicapoz2871,0402999485981,Brankica,Pozderović,F,1999-02-04,KARAĐORĐEVA 32,+381 62 007 0406,brankicapoz2871@hotmail.com,746231
637,ZoranaKikojević,0711001867093,Zorana,Kikojević,F,2001-11-07,ALEKSANDRA MARKOVIĆA 36,+381 62 367 6617,ZoranaKikojević@gmail.com,804134
638,stamenabjeg9649,3006927715055,Stamena,Bjeganović,F,1927-06-30,TARSKA 62,+381 66 885 5752,,741701
639,JagošŠerbanović,0508002873505,Jagoš,Šerbanović,M,2002-08-05,OKLETAC 103,+381 60 870 4144,JagošŠerbanović@yandex.ru,702692
640,VeskaŠkerović,1806929056883,Veska,Škerović,F,1929-06-18,STEFANA NEMANJE 71A,+381 64 812 4714,,741787
641,jankotrumbu8402,0909999011249,Janko,Trumbulović,M,1999-09-09,VOJVODE STEPE 4,+381 67 530 1726,jankotrumbu8402@yahoo.com,731200
642,dubravkašop1170,1301940919198,Dubravka,Šopalović,F,1940-01-13,LOPATANJ 48V,+381 65 145 5056,,731196
643,zlatomirkac7508,0501945528594,Zlatomirka,Cmiljanović,F,1945-01-05,GVOZDAC 330,+381 67 731 2685,,702498
644,evdokijasmo3260,2610930109501,Evdokija,Smoljanović,F,1930-10-26,KOMIRIĆ 296,+381 65 613 2881,,731161
645,nevenabogat3040,1805967785570,Nevena,Bogatinčević,F,1967-05-18,MILOŠA OBRENOVIĆA 190,+381 60 617 5716,nevenabogat3040@mail.ru,746533
646,LakaTujković,0608946283819,Laka,Tujković,M,1946-08-06,ĐAČKA 2,+381 65 374 5546,,804215
647,NestorBakalović,2505997332366,Nestor,Bakalović,M,1997-05-25,ŽIVOMIRA OBRADOVIĆA 22,+381 61 708 3466,NestorBakalović@gmail.com,804215
648,RaduleMirković,0704976270970,Radule,Mirković,M,1976-04-07,LOLE RIBARA 95A,+381 69 725 3438,RaduleMirković@gmail.com,746576
649,leposlavmar7614,0702994124497,Leposlav,Marojević,M,1994-02-07,KRALJA PETRA PRVOG 158,+381 62 727 3706,leposlavmar7614@hotmail.com,746347
650,VojinStaorović,2210941662648,Vojin,Staorović,M,1941-10-22,SINĐELIĆEVA 6,+381 63 174 1414,,746614
651,SlavimirUnčević,2002003323823,Slavimir,Unčević,M,2003-02-20,BOSUTSKA 13,+381 66 020 7767,SlavimirUnčević@hotmail.com,805106
652,BrankoRuljević,2208987741417,Branko,Ruljević,M,1987-08-22,VOJVOĐANSKA 49,+381 61 660 5883,BrankoRuljević@gmail.com,804959
653,krunoslavda1680,2203958272877,Krunoslav,Darmanović,M,1958-03-22,JUGOSLOVENSKE NARODNE ARMIJE 27,+381 64 278 6823,,800236
654,KosaBurević,0404987875247,Kosa,Burević,F,1987-04-04,TANASKA RAJIĆA 4,+381 66 188 4052,,803014
655,MinaVodović,1711990467192,Mina,Vodović,F,1990-11-17,BORE STANKOVIĆA 3,+381 60 045 7604,MinaVodović@yandex.ru,803014
656,RajčetaNovković,1512990452005,Rajčeta,Novković,M,1990-12-15,CARA DUŠANA 8,+381 62 431 8712,RajčetaNovković@yandex.ru,803014
657,IskraVlaović,0507925896380,Iskra,Vlaović,F,1925-07-05,SMILJE POKRAJAC 4,+381 67 722 1276,,802956
658,dragovanmal3288,0308931420607,Dragovan,Malenković,M,1931-08-03,ŠAPONJE NASELJE 56,+381 62 281 3185,,803979
659,BosankaĐolević,0909985286592,Bosanka,Đolević,F,1985-09-09,MUDRAK DUŠANA 17,+381 60 288 8337,BosankaĐolević@mail.ru,803910
660,SokoStarčević,2805961114613,Soko,Starčević,M,1961-05-28,JUGOSLOVENSKA 64,+381 60 781 7005,SokoStarčević@gmail.com,803006
661,MikošStamenović,1107997640544,Mikoš,Stamenović,M,1997-07-11,DOSITEJA OBRADOVIĆA 22,+381 62 726 2473,MikošStamenović@yahoo.com,804169
662,VeraKramović,1005946955756,Vera,Kramović,F,1946-05-10,VLADIMIRA ROLOVIĆA 18,+381 64 635 3352,,800309
663,jablansorin5607,1812962752724,Jablan,Sorinkanović,M,1962-12-18,BRANKA RADIČEVIĆA 56,+381 68 325 1830,,800309
664,milenkatova3898,1702985345040,Milenka,Tovarović,F,1985-02-17,DOSITEJEVA 52,+381 68 056 5281,milenkatova3898@gmail.com,800309
665,ikonijavuči6339,1307967167964,Ikonija,Vučinović,F,1967-07-13,FRUŠKOGORSKA 94,+381 63 375 4532,,804169
666,aranđelvran4339,0508980020630,Aranđel,Vranjković,M,1980-08-05,LIČKA 51,+381 68 043 2737,aranđelvran4339@yandex.ru,803855
667,ManojloAćamović,2507992354025,Manojlo,Aćamović,M,1992-07-25,HAJDUK VELJKA 32,+381 65 644 8725,,802476
668,PlamenkaŠićević,0610930588914,Plamenka,Šićević,F,1930-10-06,3. SANDŽAČKE BRIGADE 9B,+381 66 468 5356,,802476
669,velinadraga9146,1206948998580,Velina,Dragačević,F,1948-06-12,RUSINSKA 32,+381 61 855 0632,velinadraga9146@yandex.ru,802468
670,GrujicaJocković,0206942584502,Grujica,Jocković,M,1942-06-02,RATA SALAŠI 336,+381 67 773 3267,,804452
671,krunoslavav8504,0806985007027,Krunoslava,Vlasačević,F,1985-06-08,RADNIČKA 36,+381 64 635 3364,krunoslavav8504@yandex.ru,800406
672,gavrilobunj9718,2511946450846,Gavrilo,Bunjičević,M,1946-11-25,MASARIKOVA 59,+381 69 350 2730,,800414
673,vasilijaver3705,1705977779804,Vasilija,Vermezović,F,1977-05-17,VLADIMIRA NAZORA 81,+381 67 183 3018,,802468
674,MišaUljarević,1409989590194,Miša,Uljarević,M,1989-09-14,SAVE KOVAČEVIĆA 170,+381 67 051 3208,MišaUljarević@gmail.com,802484
675,sredojegodo1600,2203980634249,Sredoje,Godočević,M,1980-03-22,VOJVOĐANSKA 108,+381 67 085 7037,sredojegodo1600@yandex.ru,802484
676,đurisavakrc8440,2712975416713,Đurisava,Krcalović,F,1975-12-27,KRALJA TOMISLAVA 83,+381 64 755 7742,đurisavakrc8440@yahoo.com,804452
677,JevtoFićović,2903981014743,Jevto,Fićović,M,1981-03-29,ĐEPSEL 24,+381 69 183 2810,JevtoFićović@hotmail.com,800686
678,DobrisavKulović,1407959360301,Dobrisav,Kulović,M,1959-07-14,JAKOVA IGNJATOVIĆA 116,+381 66 612 7572,,802433
679,KrajčinPaunović,2008926734528,Krajčin,Paunović,M,1926-08-20,PETEFI ŠANDORA 92,+381 60 011 6624,,802433
680,srbijankajo874,1801944169320,Srbijanka,Jordaković,F,1944-01-18,LJUTOVO SALAŠI 596A,+381 68 567 7042,,804525
681,PunišaJotanović,0201927264018,Puniša,Jotanović,M,1927-01-02,FRUŠKOGORSKA 1,+381 68 774 5841,,804185
682,kalinzahari7816,1705989324794,Kalin,Zaharijević,M,1989-05-17,ĐURE DANIČIĆA 26,+381 66 482 0385,kalinzahari7816@yandex.ru,804266
683,dobriloborz1942,1507971353198,Dobrilo,Borzanović,M,1971-07-15,JUG BOGDANA 30,+381 66 733 7282,dobriloborz1942@yandex.ru,804266
684,RadmanLozanović,2803961532902,Radman,Lozanović,M,1961-03-28,DESPOTA STEFANA 88,+381 64 842 5530,RadmanLozanović@yandex.ru,804266
685,EmilijaGajlović,0106964758770,Emilija,Gajlović,F,1964-06-01,STEVANA MOKRANJCA 44,+381 68 314 6722,EmilijaGajlović@yahoo.com,804266
686,SimeunaZuković,0305986575341,Simeuna,Zuković,F,1986-05-03,JANKA ČMELIKA 14,+381 65 425 4555,SimeunaZuković@hotmail.com,800716
687,danijelagru2685,2408957226472,Danijela,Grubanović,F,1957-08-24,NARODNE REVOLUCIJE 28,+381 63 727 6745,danijelagru2685@hotmail.com,800694
688,stojankasta5317,3012984085759,Stojanka,Starčević,F,1984-12-30,ORAVSKA 14,+381 60 186 5454,stojankasta5317@gmail.com,800694
689,vladislavvo7577,2610997123611,Vladislav,Volčević,M,1997-10-26,VUKA KARADŽIĆA 60,+381 67 162 4588,vladislavvo7577@yandex.ru,802433
690,miladinmale2521,1710956994613,Miladin,Maletković,M,1956-10-17,MARIJE BURSAĆ 12,+381 62 870 8524,,802433
691,TomoZotović,0103932052180,Tomo,Zotović,M,1932-03-01,MATIJE GUPCA 44,+381 60 024 3772,,802433
692,ZlataRadošević,2005959528639,Zlata,Radošević,F,1959-05-20,4. JULA 9,+381 63 180 4575,ZlataRadošević@gmail.com,802433
693,ljiljaivani4780,1708000118424,Ljilja,Ivanišević,F,2000-08-17,KLARE FEJEŠ MIRE 25,+381 69 160 6457,ljiljaivani4780@hotmail.com,804827
694,LepomirDenović,0707965021849,Lepomir,Denović,M,1965-07-07,BRATSTVA JEDINSTVA 160,+381 64 222 8860,LepomirDenović@yandex.ru,734438
695,antonijatru646,0411980588958,Antonija,Trumbulović,F,1980-11-04,JADOVNIČKA 102,+381 61 710 0732,antonijatru646@yahoo.com,735183
696,NovoBogdanović,0503987800176,Novo,Bogdanović,M,1987-03-05,TORNIK 105,+381 63 560 5376,,745219
697,LjupkaRakočević,2309978408617,Ljupka,Rakočević,F,1978-09-23,STAROVLAŠKA 1A,+381 61 850 0700,,745405
698,radašinljub9266,2711945952890,Radašin,Ljubenović,M,1945-11-27,PRIBOJSKA 144,+381 67 224 0445,,729914
699,NikašinLaković,1907942153913,Nikašin,Laković,M,1942-07-19,PERIŠINO VRELO 5,+381 63 604 8454,,729876
700,BojaGeneralović,1105989339427,Boja,Generalović,F,1989-05-11,LELOVIĆKA 14,+381 69 184 6473,BojaGeneralović@gmail.com,739375
701,spasenamark8896,1710966918779,Spasena,Markuljević,F,1966-10-17,KARAĐORĐEVA 20,+381 61 310 0156,spasenamark8896@mail.ru,729744
702,savakostjer8729,2501943834346,Sava,Kostjerčević,M,1943-01-25,VRELA 21,+381 67 617 6352,,729841
703,DavidMijalković,2204942791587,David,Mijalković,M,1942-04-22,MISALI 9,+381 60 685 6560,,745413
704,RužaPaucanović,0506925938169,Ruža,Paucanović,F,1925-06-05,KOSTOJEVIĆI 88A,+381 68 316 2521,,702633
705,stakazastra3871,1811979398617,Staka,Zastranović,F,1979-11-18,ZLODOL 148,+381 67 825 4162,stakazastra3871@hotmail.com,702587
706,TešanBanjević,2606951672953,Tešan,Banjević,M,1951-06-26,UROŠA PREDIĆA 6,+381 68 425 2116,,741671
707,gostoljubvr7747,2407988113187,Gostoljub,Vrčević,M,1988-07-24,ZAROŽJE 13,+381 63 525 1642,gostoljubvr7747@gmail.com,702552
708,VukotaLukešević,2305964040268,Vukota,Lukešević,M,1964-05-23,DRAKSIN 250,+381 61 356 1722,VukotaLukešević@yandex.ru,702510
709,AnkaFržović,0611969248370,Anka,Fržović,F,1969-11-06,ZDRAVKA JOVANOVIĆA 12A,+381 60 425 4824,AnkaFržović@yandex.ru,708844
710,SimanaBudićević,0907992005459,Simana,Budićević,F,1992-07-09,VUJINOVAČKI PUT 82G,+381 69 581 1067,SimanaBudićević@gmail.com,708453
711,ĐurđaNuculjević,1611952937498,Đurđa,Nuculjević,F,1952-11-16,MILOŠA OBRENOVIĆA 4,+381 63 245 5064,,741663
712,DesaŠviković,2406999046867,Desa,Šviković,F,1999-06-24,PRIČEVAČKA 25B,+381 66 702 0278,DesaŠviković@gmail.com,708313
713,VučenDacović,1310928134624,Vučen,Dacović,M,1928-10-13,CERSKA 95,+381 64 851 8056,,710024
714,svetozarmio1552,0608954330644,Svetozar,Miodragović,M,1954-08-06,DOSITEJEVA 19,+381 61 006 0622,svetozarmio1552@mail.ru,746304
715,VuinSeović,0809936240102,Vuin,Seović,M,1936-09-08,ŠESTOG PUKA 1,+381 61 357 7222,VuinSeović@gmail.com,746606
716,gvozdenkoti5847,1902968154954,Gvozdenko,Tinterović,M,1968-02-19,VOJVODE PUTNIKA 77,+381 62 126 5843,,746606
717,ArmanSisojević,2305944113264,Arman,Sisojević,M,1944-05-23,VOJVODE STEPE STEPANOVIĆA 2,+381 68 762 4334,,746134
718,SelenaĐurđević,1706964849026,Selena,Đurđević,F,1964-06-17,MASARIKOVA 118V,+381 64 687 2108,SelenaĐurđević@yandex.ru,746606
719,vojinkakotu9867,1804975096120,Vojinka,Koturanović,F,1975-04-18,STEVANA ČALIĆA 21,+381 66 814 3565,vojinkakotu9867@yandex.ru,746606
720,DragaKorunović,2603977427015,Draga,Korunović,F,1977-03-26,JOSIFA PANČIĆA 12,+381 69 784 2131,,746479
721,sazdanađura6586,1411927608877,Sazdana,Đuranović,F,1927-11-14,KOSTE ABRAŠEVIĆA 1,+381 64 754 2644,,746606
722,NatašaGromović,2909001109965,Nataša,Gromović,F,2001-09-29,ĐURE PUCARA 181A,+381 68 667 7788,NatašaGromović@yandex.ru,746479
723,spasenijara1694,1004989079149,Spasenija,Radosavljević,F,1989-04-10,MAČVANSKA 75,+381 64 454 5042,spasenijara1694@mail.ru,803561
724,GojkoVrsajković,1311003803678,Gojko,Vrsajković,M,2003-11-13,KARAĐORĐEVA 126B,+381 60 673 4163,GojkoVrsajković@yahoo.com,746312
725,RadikaOšapović,2904948449873,Radika,Ošapović,F,1948-04-29,RADNIČKA 2A,+381 66 202 7362,,803561
726,đuricalapad3565,2002965543206,Đurica,Lapadatović,M,1965-02-20,ISIDORE SEKULIĆ 12A,+381 62 787 4362,đuricalapad3565@hotmail.com,741582
727,ŽivankoKosović,2001970304797,Živanko,Kosović,M,1970-01-20,STANOJA GLAVAŠA 103A,+381 60 433 4706,,741892
728,spasenijatu8949,0512953249115,Spasenija,Tutnjilović,F,1953-12-05,DUBRAVE 16,+381 60 235 5740,spasenijatu8949@yandex.ru,708917
729,svetozarpet8604,3108934784135,Svetozar,Petričković,M,1934-08-31,SLIKARA BOGDANA BAKIĆA 15,+381 65 577 3558,,708852
730,mavrenložnj8885,0609961514213,Mavren,Ložnjaković,M,1961-09-06,HARBINSKA 10,+381 68 662 5685,,741892
731,stamenkanic5052,0801932277545,Stamenka,Niculović,F,1932-01-08,KRCUNOVA 23,+381 62 438 0827,,741892
732,UbavkaDrugović,1806925805246,Ubavka,Drugović,F,1925-06-18,DRAGOJLA DUDIĆA 3,+381 61 226 3784,,741892
733,UgrenĐurašković,1912926832340,Ugren,Đurašković,M,1926-12-19,JASIKOVAČE 22,+381 65 242 5263,,741841
734,sredojaleva6314,2612930134610,Sredoja,Levajković,M,1930-12-26,SVETOG SAVE 22V,+381 61 402 4100,,708569
735,GavraKragojević,1102966892866,Gavra,Kragojević,M,1966-02-11,JOŠEVAČKA 34,+381 63 825 1770,GavraKragojević@mail.ru,708666
736,SekulaMitošević,2809949663533,Sekula,Mitošević,M,1949-09-28,KOLO SRPSKIH SESTARA 10,+381 66 140 2065,,708941
737,RadinaVamović,0510950696633,Radina,Vamović,F,1950-10-05,LAZE LAZAREVIĆA 12,+381 60 022 0006,,709999
738,velisavkrac9015,1404975523551,Velisav,Kracanović,M,1975-04-14,NIKOLE TESLE 41,+381 65 264 4764,velisavkrac9015@yandex.ru,803669
739,petrašincmi5878,0712932081136,Petrašin,Cmiljanović,M,1932-12-07,KOSOVSKA 2,+381 63 132 4023,,718513
740,dragicamilo8980,0402989905758,Dragica,Milovuković,F,1989-02-04,DRAGOSLAVA IVKOVIĆA 10,+381 62 533 3861,dragicamilo8980@hotmail.com,708461
741,goricamilič6319,0806931065235,Gorica,Miličković,F,1931-06-08,VUKA KARADŽIĆA 2,+381 65 085 7850,,709883
742,budislavako6560,2303985089115,Budislava,Komanović,F,1985-03-23,VUKA KARADŽIĆA 76,+381 65 125 3346,budislavako6560@mail.ru,803596
743,VukmanLješević,1312005861790,Vukman,Lješević,M,2005-12-13,VUKA KARADŽIĆA 6,+381 68 160 3576,VukmanLješević@yahoo.com,803596
744,VesaMilović,1901963864900,Vesa,Milović,M,1963-01-19,OZRENSKA 7,+381 60 177 7683,,740071
745,OtašSunajković,1512982050191,Otaš,Sunajković,M,1982-12-15,CENTAR 80,+381 65 847 5483,OtašSunajković@gmail.com,729825
746,TošaČubraković,2606927961710,Toša,Čubraković,M,1927-06-26,PRESEKA 129,+381 65 758 0020,,716375
747,marjanmioči714,1805994900999,Marjan,Miočinović,M,1994-05-18,ISA-BEGA ISHAKOVIĆA 62,+381 63 566 0246,marjanmioči714@yandex.ru,739995
748,veselaarivu436,1706928535425,Vesela,Arivuković,F,1928-06-17,ZASELAK DERVENTA 1,+381 63 202 4745,,741850
749,đurisavvide7713,1710993533387,Đurisav,Videsković,M,1993-10-17,OMLADINSKA 29,+381 68 630 3860,đurisavvide7713@hotmail.com,741558
750,VukenaKunijević,2703002258806,Vukena,Kunijević,F,2002-03-27,RADIŠE BUGARINOVIĆA 65,+381 66 454 8217,VukenaKunijević@gmail.com,741850
751,ŽivkoDakanović,0609947711578,Živko,Dakanović,M,1947-09-06,KARAĐORĐEVA 14,+381 69 321 1880,,718203
752,srećanbilja7739,0710975231646,Srećan,Biljanović,M,1975-10-07,MIHAILA MADŽAREVIĆA 4,+381 63 665 0068,srećanbilja7739@yandex.ru,708984
753,VioletaZoranić,2010974228556,Violeta,Zoranić,F,1974-10-20,PRVA PROLETERSKA 75,+381 61 235 3253,,708402
754,miljanamarj7701,1507006545783,Miljana,Marjanović,F,2006-07-15,HOMOLJSKA 1,+381 67 771 2720,,708402
755,radulkakoma7791,2001963675741,Radulka,Komadinović,F,1963-01-20,KOSMAJSKA 4A,+381 69 225 1710,radulkakoma7791@hotmail.com,708402
756,jančavukdra2980,1212991072155,Janča,Vukdragović,M,1991-12-12,DOKTORA PANTIĆA 101,+381 65 820 8500,jančavukdra2980@gmail.com,708402
757,JulijanStijović,1607996830200,Julijan,Stijović,M,1996-07-16,ŠPOLJARIĆEVA 41,+381 67 355 6601,JulijanStijović@yandex.ru,708402
758,MaraDanojević,1212958927233,Mara,Danojević,F,1958-12-12,UŽIČKA 134A,+381 62 302 4224,MaraDanojević@yandex.ru,708402
759,SofkaJozović,1107946696594,Sofka,Jozović,F,1946-07-11,PETROVARADINSKA 9,+381 62 375 3851,,708402
760,branivojgud241,2911932843140,Branivoj,Gudeljević,M,1932-11-29,OMLADINSKA 25,+381 60 131 2280,,741485
